qasm_path,matrix_product_state_max_bond_dimension,mps_lapack,opt_level,matrix_product_state_truncation_threshold,mps_sample_measure_algorithm
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_10.qasm,2048,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_28.qasm,256,0,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_28.qasm,512,0,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_80.qasm,2048,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_480.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_20.qasm,16,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_44.qasm,64,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_5.qasm,4,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_12.qasm,4,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_24.qasm,64,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_160.qasm,4,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_7.qasm,256,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_208.qasm,512,0,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_8.qasm,256,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_64.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_160.qasm,512,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_112.qasm,128,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_40.qasm,4,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_4.qasm,16,0,1,1e-4,mps_apply_measure
